Date/Time,Electricity:Facility [kW](Hourly),Fans:Electricity [kW](Hourly),Cooling:Electricity [kW](Hourly),Heating:Electricity [kW](Hourly),InteriorLights:Electricity [kW](Hourly),InteriorEquipment:Electricity [kW](Hourly),Gas:Facility [kW](Hourly),Heating:Gas [kW](Hourly),Water Heater:WaterSystems:Gas [kW](Hourly),Electricity:Facility [kW](Monthly)
 01/01  01:00:00,239.797251235,1.85863023148,0.0,0.0,24.9203635341,149.522181205,7.48539365657,7.46539365657,0.02
 01/01  02:00:00,239.423740809,1.48690418519,0.0,0.0,24.9203635341,149.522181205,8.34594453479,6.15729993009,2.1886446047
 01/01  03:00:00,239.799658986,1.85863023148,0.0,0.0,24.9203635341,149.522181205,11.5267067046,9.33799173127,2.18871497337
 01/01  04:00:00,239.426540512,1.48690418519,0.0,0.0,24.9203635341,149.522181205,10.5186034175,8.32969769546,2.18890572208
 01/01  05:00:00,252.027486141,1.85863023148,0.0,0.0,24.9203635341,149.522181205,15.9030374603,13.7141175701,2.18891989017
 01/01  06:00:00,276.100075885,1.48690418519,0.0,0.0,24.9203635341,149.522181205,14.8529228079,12.6614916907,2.19143111723
 01/01  07:00:00,325.364457057,1.85863023148,0.0,0.0,24.9203635341,149.522181205,18.9941742391,16.8052350997,2.18893913939
 01/01  08:00:00,315.256124352,1.48690418519,0.0,0.0,24.9203635341,149.522181205,14.1965007964,12.0075594994,2.18894129702
 01/01  09:00:00,298.536390597,1.85863023148,0.0,0.0,24.9203635341,149.522181205,11.0377210099,8.84877770289,2.18894330704
 01/01  10:00:00,261.492739367,1.48690418519,0.0,0.0,24.9203635341,149.522181205,6.90049874963,4.71155362372,2.18894512591
 01/01  11:00:00,219.465013388,8.34980419068,0.0,0.0,24.9203635341,149.522181205,3.30443152069,3.28443152069,0.02
 01/01  12:00:00,226.789885171,15.6761618692,0.0,0.0,24.9203635341,149.522181205,5.74759407687,1.38643085222,4.36116322465
 01/01  13:00:00,225.792051191,14.6800960951,0.0,0.0,24.9203635341,149.522181205,2.19060457333,0.0,2.19060457333
 01/01  14:00:00,232.323896789,21.210532497,0.0,0.0,24.9203635341,149.522181205,4.36613133362,0.0,4.36613133362
 01/01  15:00:00,289.140040338,17.6976696972,20.5186332024,0.0,24.9203635341,149.522181205,2.1906138891,0.0,2.1906138891
 01/01  16:00:00,266.755206473,8.34457058823,25.789872769,0.0,24.9203635341,149.522181205,2.18887380526,0.0,2.18887380526
 01/01  17:00:00,268.543474225,0.0,0.0,0.0,24.9203635341,149.522181205,2.18887561245,0.0,2.18887561245
 01/01  18:00:00,347.928400787,0.0,0.0,0.0,24.9203635341,149.522181205,2.18875124567,0.0,2.18875124567
 01/01  19:00:00,347.928400758,0.0,0.0,0.0,24.9203635341,149.522181205,0.02,0.0,0.02
 01/01  20:00:00,324.601049458,1.11517813889,0.0,0.0,24.9203635341,149.522181205,3.65323837411,1.4644852341,2.18875314001
 01/01  21:00:00,325.347226224,1.85863023148,0.0,0.0,24.9203635341,149.522181205,5.79615765932,3.60740268218,2.18875497714
 01/01  22:00:00,300.532405331,1.48690418519,0.0,0.0,24.9203635341,149.522181205,7.89150121805,3.52879364829,4.36270756976
 01/01  23:00:00,276.460687597,1.85863023148,0.0,0.0,24.9203635341,149.522181205,5.41935537082,5.39935537082,0.02
 01/01  24:00:00,251.644319258,1.48690418519,0.0,0.0,24.9203635341,149.522181205,7.40662044595,5.21789410515,2.1887263408
 01/02  01:00:00,289.637312734,1.85863023148,0.0,0.0,24.9203635341,199.362908273,9.22150876419,7.03190012698,2.18960863721
 01/02  02:00:00,289.264244922,1.48690418519,0.0,0.0,24.9203635341,199.362908273,8.17592644679,5.98613908758,2.18978735921
 01/02  03:00:00,289.640678351,1.85863023148,0.0,0.0,24.9203635341,199.362908273,11.9567825747,9.76702260965,2.18975996508
 01/02  04:00:00,289.26780044,1.48690418519,0.0,0.0,24.9203635341,199.362908273,11.073169103,8.88363912281,2.18952998016
 01/02  05:00:00,301.86673817,1.85863023148,0.0,0.0,24.9203635341,199.362908273,15.1523125536,12.9625524368,2.18976011675
 01/02  06:00:00,350.857221588,1.48690418519,0.0,0.0,49.8407270682,199.362908273,14.184268236,9.82005484138,4.36421339458
 01/02  07:00:00,428.727221258,29.3834563477,0.0,0.0,49.8407270682,199.362908273,931.646629646,929.455556168,2.19107347785
 01/02  08:00:00,518.34849159,29.3834563477,0.0,0.0,149.522181205,199.362908273,760.48279349,751.738592338,8.74420115247
 01/02  09:00:00,1049.03446806,29.3834563477,0.0,0.0,448.566543614,448.566543614,311.197167886,295.816545779,15.3806221067
 01/02  10:00:00,1012.2370059,29.3834563477,0.0,0.0,448.566543614,448.566543614,175.680124585,160.281753056,15.3983715298
 01/02  11:00:00,1052.9071936,29.3903771428,36.7842700102,0.0,448.566543614,448.566543614,136.169428257,120.767306133,15.4021221237
 01/02  12:00:00,1121.57292015,30.8282219445,91.8047993405,0.0,448.566543614,448.566543614,126.938525446,107.079836407,19.8586890386
 01/02  13:00:00,1081.17543472,32.3969036261,99.6604911263,0.0,448.566543614,398.725816546,138.781555741,116.632684701,22.1488710405
 01/02  14:00:00,1132.96650998,31.3435043933,102.722721419,0.0,448.566543614,448.566543614,77.562524734,55.4413741315,22.1211506025
 01/02  15:00:00,1060.1732048,30.9357608701,42.5781785575,0.0,448.566543614,448.566543614,47.0340983799,33.8552235257,13.1788748542
 01/02  16:00:00,1025.99026061,29.6744774769,10.6792807216,0.0,448.566543614,448.566543614,53.5854531039,40.4087753066,13.1766777973
