Date/Time,Electricity:Facility [kW](Hourly),Fans:Electricity [kW](Hourly),Cooling:Electricity [kW](Hourly),Heating:Electricity [kW](Hourly),InteriorLights:Electricity [kW](Hourly),InteriorEquipment:Electricity [kW](Hourly),Gas:Facility [kW](Hourly),Heating:Gas [kW](Hourly),InteriorEquipment:Gas [kW](Hourly),Water Heater:WaterSystems:Gas [kW](Hourly)
 09/17  14:00:00,293.02924646,36.6195138641,144.318345889,0.0,31.5818913096,56.727595265,214.337220491,1.9570638272,66.8089,145.571256664
 09/17  15:00:00,291.831817896,36.6490170004,142.866304791,0.0,31.5818913096,56.727595265,222.037848731,1.33802556384,75.1392,145.560623168
 09/17  16:00:00,321.204385673,36.3504348658,143.314742319,0.0,31.5818913096,61.661095265,201.814338053,1.63195087707,91.7998,108.382587176
 09/17  17:00:00,348.39501103,35.8356895993,143.253477463,0.0,31.5818913096,70.9729253606,192.526296985,4.6072367542,49.9818,137.937260231
 09/17  18:00:00,409.820423094,35.8722404534,142.753011699,0.0,80.3315023541,83.7685254822,217.602493069,5.10771805797,49.9818,162.512975011
 09/17  19:00:00,421.287609145,35.798288481,142.626831268,0.0,102.000620287,77.6748002752,254.746502211,5.91260696778,33.3212,215.512695244
 09/17  20:00:00,448.823509838,35.7822157624,142.085602584,0.0,108.704857014,91.4735406516,261.928672197,13.6871555561,33.3212,214.92031664
 09/17  21:00:00,411.931502654,35.8497104676,133.928263672,0.0,95.2963835608,89.1510273009,263.881540774,23.4145143062,24.9909,215.476126468
 09/17  22:00:00,334.310699982,35.8441392711,110.139990734,0.0,80.3315023541,63.3799339444,358.924784503,29.536601605,16.6606,312.727582898
 09/17  23:00:00,274.637781888,35.8159782148,114.873921354,0.0,42.6918050922,48.4199368926,220.68881843,28.0725571907,8.3303,184.28596124
 09/17  24:00:00,182.297992152,30.9401245581,58.2831709394,0.0,34.4311606118,33.1021868926,133.137899951,21.5241872292,3.33212,108.281592722
 09/18  01:00:00,179.915532899,33.3611701602,72.2742875211,0.0,19.418418834,29.3649097162,109.986953989,26.1779477788,3.33212,80.4768862101
 09/18  02:00:00,152.356819865,30.9401245581,55.0992921812,0.0,12.7620426787,28.1191506574,114.20783581,30.4144006371,3.33212,80.4613151732
 09/18  03:00:00,156.132380666,33.3611701602,56.5064166294,0.0,12.7620426787,28.1191506574,114.328938971,30.5299526929,3.33212,80.4668662777
 09/18  04:00:00,164.6842091,31.7471397588,60.0629345008,0.0,12.7620426787,28.1191506574,139.867944965,28.3486735871,3.33212,108.187151378
 09/18  05:00:00,203.859707816,32.5541549595,70.8966647029,0.0,25.5240853573,30.610668775,214.955797331,26.3961789782,8.3303,180.229318353
 09/18  06:00:00,337.222220194,34.8137975215,104.080289639,0.0,51.0481707146,78.1489452969,370.470043165,34.5610037753,16.6606,319.248439389
 09/18  07:00:00,409.636356067,35.8018603872,132.324338494,0.0,64.3609230253,109.708623606,496.689705401,46.7560746011,24.9909,424.9427308
 09/18  08:00:00,343.929773365,35.8044555323,111.976740232,0.0,51.0481707146,80.7689615957,392.97010615,32.3363503638,33.3212,327.312555786
 09/18  09:00:00,342.763616335,36.3682773831,137.562972039,0.0,51.0481707146,71.0224615957,327.889284607,12.5188833,66.8089,248.561501307
 09/18  10:00:00,298.060442972,36.4631968081,140.886267778,0.0,32.1804615127,65.7244621605,288.577511226,6.64518489702,83.4695,198.462826329
 09/18  11:00:00,301.661844021,36.5322189154,142.9227421,0.0,32.1804615127,65.7244621605,235.412810168,2.04754223247,83.4695,149.895767936
 09/18  12:00:00,298.633413785,36.5790123517,141.271014252,0.0,32.1804615127,65.7244621605,230.388979723,0.949944854208,83.4695,145.969534868
 09/18  13:00:00,290.16590808,36.5959454502,141.910177503,0.0,32.1804615127,55.9779621605,218.29946337,0.941511846687,75.1392,142.218751523
 09/18  14:00:00,291.519635547,36.6276569551,141.438955631,0.0,32.1804615127,55.9779621605,209.690204643,0.326982538715,66.8089,142.554322105
 09/18  15:00:00,292.12043866,36.6597873315,141.364243945,0.0,32.1804615127,55.9779621605,220.972662075,0.212407429213,75.1392,145.621054646
 09/18  16:00:00,321.423163482,36.4305839647,141.645704158,0.0,32.1804615127,60.9114621605,200.221569798,0.0172175117153,91.7998,108.404552286
 09/18  17:00:00,356.349760179,35.9084340381,143.76844895,0.0,32.1804615127,77.5397301883,213.984675358,1.79609673222,49.9818,162.206778626
 09/18  18:00:00,406.451201039,35.9580396842,140.940689579,0.0,77.122965704,86.2600435998,346.013526154,2.90354343849,49.9818,293.128182715
 09/18  19:00:00,422.475208419,35.9543841864,141.401604198,0.0,102.647051061,80.1663183927,255.022573523,3.37727001281,33.3212,218.32410351
 09/18  20:00:00,454.684674776,35.9480103856,139.833424462,0.0,115.40909374,92.7192997104,255.252086667,4.28325751864,33.3212,217.647629149
 09/18  21:00:00,431.512267601,36.0045002591,139.76477822,0.0,102.647051061,94.1340635361,353.844593911,9.90689372594,24.9909,318.946800185
 09/18  22:00:00,348.552334634,36.055950033,124.34622816,0.0,77.122965704,65.871452062,277.222859123,19.6903762185,16.6606,240.871882904
 09/18  23:00:00,237.469621605,35.9905405341,82.04784991,0.0,38.286128036,48.4199368926,168.196165514,28.9208686411,8.3303,130.944996873
 09/18  24:00:00,171.614071774,33.3611701602,56.6007043433,0.0,25.5240853573,30.610668775,144.035898837,32.5100687817,3.33212,108.193710056
 09/19  01:00:00,166.7505688,30.9401245581,61.5889308635,0.0,19.418418834,29.3649097162,101.297218668,17.4865480054,3.33212,80.478550663
